"No.","Time","Source","Destination","Protocol","Length","Info"
"4113","44.858868192","10.43.1.39","224.0.0.251","MDNS","75","Standard query 0x0000 A zagbzxamt.local, ""QM"" question"
"4114","44.858967555","fe80::d475:2df5:c84c:bd7c","ff02::1:3","LLMNR","90","Standard query 0x5b0e A chcokpjpbt"
"4115","44.859096586","10.43.1.39","224.0.0.252","LLMNR","70","Standard query 0x5b0e A chcokpjpbt"
"4116","44.859105117","fe80::d475:2df5:c84c:bd7c","ff02::fb","MDNS","95","Standard query 0x0000 A zagbzxamt.local, ""QM"" question"
"4117","44.859605923","fe80::d475:2df5:c84c:bd7c","ff02::1:3","LLMNR","90","Standard query 0x37db A uthfcidlkp"
"4118","44.859748689","10.43.1.39","224.0.0.252","LLMNR","70","Standard query 0x37db A uthfcidlkp"
"4119","44.859978484","fe80::d475:2df5:c84c:bd7c","ff02::1:3","LLMNR","89","Standard query 0xfa47 A zagbzxamt"
"4120","44.860071265","10.43.1.39","224.0.0.252","LLMNR","69","Standard query 0xfa47 A zagbzxamt"
"4121","44.862384733","10.43.2.172","239.255.255.250","SSDP","213","M-SEARCH * HTTP/1.1 "
"4122","44.921200009","10.43.1.148","10.43.7.255","UDP","60","2008  >  2008 Len=11"
"4123","44.921747114","10.43.1.148","10.43.7.255","UDP","60","2007  >  2007 Len=11"
"4124","44.938464983","10.43.1.39","224.0.0.251","MDNS","154","Standard query 0x0000 ANY LAPTOP-M95RU72M.local, ""QM"" question ANY LAPTOP-M95RU72M.local, ""QM"" question A 10.43.1.39 AAAA fe80::d475:2df5:c84c:bd7c OPT"
"4125","44.938573800","10.43.1.39","224.0.0.251","MDNS","184","Standard query response 0x0000 AAAA fe80::d475:2df5:c84c:bd7c A 10.43.1.39 AAAA fe80::d475:2df5:c84c:bd7c A 10.43.1.39"
"4126","44.952536181","Cisco_80:9a:8f","Spanning-tree-(for-bridges)_00","STP","60","RST. Root = 0/43/78:da:6e:57:01:40  Cost = 4  Port = 0x800f"
"4127","45.013260603","10.43.2.66","239.192.152.143","LSD","178",""
"4128","45.013365671","10.43.2.66","239.192.152.143","LSD","178",""
"4129","45.013498198","fe80::c578:8270:d669:354f","ff15::efc0:988f","UDP","200","57098  >  6771 Len=138"
"4130","45.013711073","fe80::c578:8270:d669:354f","ff15::efc0:988f","UDP","200","6771  >  6771 Len=138"
"4131","45.028057924","10.43.1.148","10.43.7.255","UDP","60","2008  >  2008 Len=11"
"4132","45.029575512","10.43.1.148","10.43.7.255","UDP","60","2007  >  2007 Len=11"
"4133","45.097268743","10.43.1.39","224.0.0.251","MDNS","106","Standard query 0x0000 PTR _sleep-proxy._udp.local, ""QM"" question OPT"
"4134","45.143082415","10.43.1.148","10.43.7.255","UDP","60","2008  >  2008 Len=11"
"4135","45.143115189","10.43.1.148","10.43.7.255","UDP","60","2007  >  2007 Len=11"
"4136","45.204231972","10.43.1.39","224.0.0.251","MDNS","317","Standard query response 0x0000 PTR, cache flush LAPTOP-M95RU72M.local PTR, cache flush LAPTOP-M95RU72M.local A, cache flush 10.43.1.39 AAAA, cache flush fe80::d475:2df5:c84c:bd7c NSEC, cache flush 39.1.43.10.in-addr.arpa NSEC, cache flush C.7.D.B.C.4.8.C.5.F.D.2.5.7.4.D.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa NSEC, cache flush LAPTOP-M95RU72M.local OPT"
"4137","45.244336401","10.43.1.148","10.43.7.255","UDP","60","2008  >  2008 Len=11"
"4138","45.246016032","10.43.1.148","10.43.7.255","UDP","60","2007  >  2007 Len=11"
"4139","45.269180800","fe80::d475:2df5:c84c:bd7c","ff02::1:3","LLMNR","90","Standard query 0x5b0e A chcokpjpbt"
"4140","45.269203160","fe80::d475:2df5:c84c:bd7c","ff02::1:3","LLMNR","90","Standard query 0x37db A uthfcidlkp"
"4141","45.269208617","10.43.1.39","224.0.0.252","LLMNR","70","Standard query 0x5b0e A chcokpjpbt"
"4142","45.269214349","10.43.1.39","224.0.0.252","LLMNR","70","Standard query 0x37db A uthfcidlkp"
"4143","45.270980198","fe80::d475:2df5:c84c:bd7c","ff02::1:3","LLMNR","89","Standard query 0xfa47 A zagbzxamt"
"4144","45.271087245","10.43.1.39","224.0.0.252","LLMNR","69","Standard query 0xfa47 A zagbzxamt"
"4145","45.350137925","10.43.1.148","10.43.7.255","UDP","60","2008  >  2008 Len=11"
"4146","45.350457231","10.43.1.39","10.43.7.255","NBNS","92","Name query NB WPAD<00>"
"4147","45.351176468","10.43.1.148","10.43.7.255","UDP","60","2007  >  2007 Len=11"
"4148","45.353434261","10.43.1.39","10.43.7.255","NBNS","92","Name query NB WPAD<00>"
"4149","45.354300215","10.43.1.39","10.43.7.255","NBNS","92","Name query NB WPAD<00>"
"4150","45.357623682","10.43.1.39","10.43.7.255","NBNS","92","Name query NB WPAD<00>"
"4151","45.360825745","10.43.1.39","239.255.255.250","SSDP","216","M-SEARCH * HTTP/1.1 "
"4152","45.389383522","10.43.1.20","239.255.255.250","SSDP","213","M-SEARCH * HTTP/1.1 "
"4153","45.455924876","10.43.1.148","10.43.7.255","UDP","60","2008  >  2008 Len=11"
"4154","45.457484061","10.43.1.148","10.43.7.255","UDP","60","2007  >  2007 Len=11"
"4155","45.459899000","LcfcHefe_30:96:4c","Broadcast","ARP","60","Who has 10.43.1.122? Tell 10.43.2.185"
"4156","45.484973714","10.43.7.100","10.43.7.255","UDP","305","54915  >  54915 Len=263"
"4157","45.496591415","10.43.2.211","224.0.0.251","MDNS","79","Standard query 0x0000 PTR _airplay._tcp.local, ""QM"" question"
"4158","45.496634114","10.43.2.211","239.255.255.250","SSDP","136","M-SEARCH * HTTP/1.1 "
"4159","45.496672737","10.43.2.211","239.255.255.250","SSDP","136","M-SEARCH * HTTP/1.1 "
"4160","45.500627492","10.43.2.153","224.2.2.2","UDP","72","60298  >  8995 Len=30"
"4161","45.507052456","fe80::94e5:8746:4d5a:bc47","ff02::1:ff62:20d0","ICMPv6","86","Neighbor Solicitation for fe80::5dae:5e86:262:20d0 from 2c:fd:a1:7f:ff:78"
"4162","45.537730700","10.43.1.42","10.43.7.255","UDP","305","54915  >  54915 Len=263"
"4163","45.565197574","10.43.1.148","10.43.7.255","UDP","60","2008  >  2008 Len=11"
"4164","45.567067298","10.43.1.148","10.43.7.255","UDP","60","2007  >  2007 Len=11"
"4165","45.607479478","10.43.1.39","10.43.7.255","NBNS","92","Name query NB ZAGBZXAMT<00>"
"4166","45.607512340","10.43.1.39","10.43.7.255","NBNS","92","Name query NB UTHFCIDLKP<00>"
"4167","45.607532672","10.43.1.39","10.43.7.255","NBNS","92","Name query NB CHCOKPJPBT<00>"
"4168","45.633119843","10.43.2.191","10.43.7.255","UDP","305","54915  >  54915 Len=263"
"4169","45.654693435","10.43.1.200","10.43.7.255","UDP","305","54915  >  54915 Len=263"
"4170","45.671046908","10.43.1.148","10.43.7.255","UDP","60","2008  >  2008 Len=11"
"4171","45.671845312","10.43.1.148","10.43.7.255","UDP","60","2007  >  2007 Len=11"
"4172","45.731374260","10.43.2.39","239.255.255.250","SSDP","216","M-SEARCH * HTTP/1.1 "
"4173","45.775240672","10.43.1.148","10.43.7.255","UDP","60","2008  >  2008 Len=11"
"4174","45.775885417","10.43.1.148","10.43.7.255","UDP","60","2007  >  2007 Len=11"
"4175","45.809487845","10.43.1.52","10.43.7.255","UDP","305","54915  >  54915 Len=263"
"4176","45.831154909","10.43.1.200","239.255.255.250","SSDP","216","M-SEARCH * HTTP/1.1 "
"4177","45.842193591","CompalIn_60:1a:8b","Broadcast","ARP","60","Who has 10.43.0.1? Tell 10.43.7.96"
"4178","45.855369287","10.43.1.39","224.0.0.251","MDNS","75","Standard query 0x0000 A zagbzxamt.local, ""QM"" question"
"4179","45.855631721","fe80::d475:2df5:c84c:bd7c","ff02::fb","MDNS","95","Standard query 0x0000 A zagbzxamt.local, ""QM"" question"
"4180","45.856000427","10.43.1.39","224.0.0.251","MDNS","76","Standard query 0x0000 A chcokpjpbt.local, ""QM"" question"
"4181","45.856402356","10.43.1.39","224.0.0.251","MDNS","76","Standard query 0x0000 A uthfcidlkp.local, ""QM"" question"
"4182","45.856562286","fe80::d475:2df5:c84c:bd7c","ff02::fb","MDNS","96","Standard query 0x0000 A uthfcidlkp.local, ""QM"" question"
"4183","45.856761609","fe80::d475:2df5:c84c:bd7c","ff02::fb","MDNS","96","Standard query 0x0000 A chcokpjpbt.local, ""QM"" question"
"4184","45.858204628","10.43.1.39","224.0.0.251","MDNS","76","Standard query 0x0000 A uthfcidlkp.local, ""QM"" question"
"4185","45.858323167","fe80::d475:2df5:c84c:bd7c","ff02::fb","MDNS","96","Standard query 0x0000 A uthfcidlkp.local, ""QM"" question"
"4186","45.858586697","10.43.1.39","224.0.0.251","MDNS","75","Standard query 0x0000 A zagbzxamt.local, ""QM"" question"
"4187","45.858678080","fe80::d475:2df5:c84c:bd7c","ff02::fb","MDNS","95","Standard query 0x0000 A zagbzxamt.local, ""QM"" question"
"4188","45.863370450","10.43.2.172","239.255.255.250","SSDP","213","M-SEARCH * HTTP/1.1 "
"4189","45.879943495","10.43.1.148","10.43.7.255","UDP","60","2008  >  2008 Len=11"
"4190","45.880662364","10.43.1.148","10.43.7.255","UDP","60","2007  >  2007 Len=11"
"4191","45.953931522","AsustekC_58:df:07","Broadcast","ARP","60","Who has 10.43.0.1? Tell 10.43.2.101"
"4192","45.954307305","Dell_3b:7d:9d","Broadcast","ARP","60","Who has 10.43.0.1? Tell 10.43.1.62"
"4193","45.959033199","10.43.1.27","151.101.193.69","TCP","66","[TCP Dup ACK 38#1] 38312  >  443 [ACK] Seq=1 Ack=1 Win=1444 Len=0 TSval=97578168 TSecr=39227981"
"4194","45.959110951","151.101.193.69","10.43.1.27","TCP","66","[TCP Dup ACK 39#1] [TCP ACKed unseen segment] 443  >  38312 [ACK] Seq=1 Ack=2 Win=975 Len=0 TSval=39273041 TSecr=97126437"
"4195","45.984980957","10.43.1.148","10.43.7.255","UDP","60","2008  >  2008 Len=11"
"4196","45.986025950","10.43.1.148","10.43.7.255","UDP","60","2007  >  2007 Len=11"
"4197","46.061218148","10.43.1.42","239.192.152.143","LSD","178",""
"4198","46.061355197","10.43.1.42","239.192.152.143","LSD","178",""
"4199","46.061431935","10.43.1.42","239.192.152.143","LSD","178",""
"4200","46.061522088","fe80::c8fb:e94d:c1cb:a432","ff15::efc0:988f","UDP","200","63339  >  6771 Len=138"
"4201","46.061624661","fe80::c8fb:e94d:c1cb:a432","ff15::efc0:988f","UDP","200","6771  >  6771 Len=138"
"4202","46.061686288","fe80::c8fb:e94d:c1cb:a432","ff15::efc0:988f","UDP","200","6771  >  6771 Len=138"
"4203","46.090798545","10.43.1.148","10.43.7.255","UDP","60","2008  >  2008 Len=11"
"4204","46.092013609","10.43.1.148","10.43.7.255","UDP","60","2007  >  2007 Len=11"
"4205","46.195273509","10.43.1.148","10.43.7.255","UDP","60","2008  >  2008 Len=11"
"4206","46.196537839","10.43.1.148","10.43.7.255","UDP","60","2007  >  2007 Len=11"
"4207","46.204978376","10.43.1.39","224.0.0.251","MDNS","317","Standard query response 0x0000 PTR, cache flush LAPTOP-M95RU72M.local PTR, cache flush LAPTOP-M95RU72M.local A, cache flush 10.43.1.39 AAAA, cache flush fe80::d475:2df5:c84c:bd7c NSEC, cache flush 39.1.43.10.in-addr.arpa NSEC, cache flush C.7.D.B.C.4.8.C.5.F.D.2.5.7.4.D.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa NSEC, cache flush LAPTOP-M95RU72M.local OPT"
"4208","46.227734268","fe80::e1df:e5c4:f6cf:b477","ff02::1:2","DHCPv6","145","Solicit XID: 0xaf453d CID: 0001000124c6c263f8cab867379d "
"4209","46.300211852","10.43.1.148","10.43.7.255","UDP","60","2008  >  2008 Len=11"
"4210","46.301142493","10.43.1.148","10.43.7.255","UDP","60","2007  >  2007 Len=11"
"4211","46.355916350","10.43.2.130","10.43.7.255","UDP","86","57621  >  57621 Len=44"
"4212","46.358759914","10.43.1.39","10.43.7.255","NBNS","92","Name query NB CHCOKPJPBT<00>"
"4213","46.358774501","10.43.1.39","10.43.7.255","NBNS","92","Name query NB UTHFCIDLKP<00>"
"4214","46.358777861","10.43.1.39","10.43.7.255","NBNS","92","Name query NB ZAGBZXAMT<00>"
"4215","46.359022644","10.43.1.39","224.0.0.251","MDNS","82","Standard query 0x0000 PTR _googlecast._tcp.local, ""QM"" question"
"4216","46.359091649","fe80::d475:2df5:c84c:bd7c","ff02::fb","MDNS","102","Standard query 0x0000 PTR _googlecast._tcp.local, ""QM"" question"
"4217","46.359299393","10.43.1.39","224.0.0.251","MDNS","82","Standard query 0x0000 PTR _googlecast._tcp.local, ""QM"" question"
"4218","46.359320277","fe80::d475:2df5:c84c:bd7c","ff02::fb","MDNS","102","Standard query 0x0000 PTR _googlecast._tcp.local, ""QM"" question"
"4219","46.360918417","10.43.1.39","239.255.255.250","SSDP","216","M-SEARCH * HTTP/1.1 "
"4220","46.390504519","10.43.1.20","239.255.255.250","SSDP","213","M-SEARCH * HTTP/1.1 "
"4221","46.405366822","10.43.1.148","10.43.7.255","UDP","60","2008  >  2008 Len=11"
"4222","46.406221728","10.43.1.148","10.43.7.255","UDP","60","2007  >  2007 Len=11"
"4223","46.477908194","LcfcHefe_30:96:4c","Broadcast","ARP","60","Who has 10.43.1.122? Tell 10.43.2.185"
"4224","46.485432974","10.43.7.100","10.43.7.255","UDP","305","54915  >  54915 Len=263"
"4225","46.500604206","10.43.2.153","224.2.2.2","UDP","72","60298  >  8995 Len=30"
"4226","46.510621472","10.43.1.148","10.43.7.255","UDP","60","2008  >  2008 Len=11"
"4227","46.511457702","10.43.1.148","10.43.7.255","UDP","60","2007  >  2007 Len=11"
"4228","46.537192710","10.43.1.42","10.43.7.255","UDP","305","54915  >  54915 Len=263"
"4229","46.614446024","10.43.1.148","10.43.7.255","UDP","60","2008  >  2008 Len=11"
"4230","46.615341756","10.43.1.148","10.43.7.255","UDP","60","2007  >  2007 Len=11"
"4231","46.630352503","10.55.2.164","10.43.1.165","TCP","66","55211  >  7680 [SYN] Seq=0 Win=64260 Len=0 MSS=1428 WS=256 SACK_PERM=1"
"4232","46.633742912","10.43.2.191","10.43.7.255","UDP","305","54915  >  54915 Len=263"
"4233","46.653899356","10.43.1.200","10.43.7.255","UDP","305","54915  >  54915 Len=263"
"4234","46.667174337","10.43.1.34","239.255.255.250","SSDP","315","NOTIFY * HTTP/1.1 "
"4235","46.672620593","Dell_3b:7d:9d","Broadcast","ARP","60","Who has 10.43.0.1? Tell 10.43.1.62"
"4236","46.719276732","10.43.1.148","10.43.7.255","UDP","60","2008  >  2008 Len=11"
"4237","46.720051872","10.43.1.148","10.43.7.255","UDP","60","2007  >  2007 Len=11"
"4238","46.731626992","10.43.2.39","239.255.255.250","SSDP","216","M-SEARCH * HTTP/1.1 "
"4239","46.808460842","10.43.1.52","10.43.7.255","UDP","305","54915  >  54915 Len=263"
"4240","46.823813546","10.43.1.148","10.43.7.255","UDP","60","2008  >  2008 Len=11"
"4241","46.824554321","10.43.1.148","10.43.7.255","UDP","60","2007  >  2007 Len=11"
"4242","46.832252401","10.43.1.200","239.255.255.250","SSDP","216","M-SEARCH * HTTP/1.1 "
"4243","46.864175407","10.43.2.172","239.255.255.250","SSDP","213","M-SEARCH * HTTP/1.1 "
"4244","46.929195174","10.43.1.148","10.43.7.255","UDP","60","2008  >  2008 Len=11"
"4245","46.930031783","10.43.1.148","10.43.7.255","UDP","60","2007  >  2007 Len=11"
"4246","46.933862397","fe80::d528:21f2:d34b:a093","ff15::efc0:988f","UDP","201","50896  >  6771 Len=139"
"4247","46.934088549","fe80::d528:21f2:d34b:a093","ff15::efc0:988f","UDP","201","6771  >  6771 Len=139"
"4248","46.934148175","fe80::d528:21f2:d34b:a093","ff15::efc0:988f","UDP","201","6771  >  6771 Len=139"
"4249","46.955503474","Cisco_80:9a:8f","Spanning-tree-(for-bridges)_00","STP","60","RST. Root = 0/43/78:da:6e:57:01:40  Cost = 4  Port = 0x800f"
"4250","47.013716221","10.43.2.214","10.43.7.255","NBNS","92","Name query NB WPAD<00>"
"4251","47.014443941","fe80::954d:f7f1:8707:5987","ff02::1:3","LLMNR","84","Standard query 0x25aa A wpad"
"4252","47.014835742","10.43.2.66","239.192.152.143","LSD","178",""
"4253","47.015452026","10.43.2.66","239.192.152.143","LSD","178",""
"4254","47.015867771","fe80::c578:8270:d669:354f","ff15::efc0:988f","UDP","200","57098  >  6771 Len=138"
"4255","47.016525086","fe80::c578:8270:d669:354f","ff15::efc0:988f","UDP","200","6771  >  6771 Len=138"
"4256","47.033782089","10.43.1.148","10.43.7.255","UDP","60","2008  >  2008 Len=11"
"4257","47.034608043","10.43.1.148","10.43.7.255","UDP","60","2007  >  2007 Len=11"
"4258","47.138743368","10.43.1.148","10.43.7.255","UDP","60","2008  >  2008 Len=11"
"4259","47.139955421","10.43.1.148","10.43.7.255","UDP","60","2007  >  2007 Len=11"
"4260","47.148323682","fe80::b109:f0a3:71c4:6fbc","ff02::1:2","DHCPv6","145","Solicit XID: 0x78f3a6 CID: 00010001240782e674e6e253143c "
"4261","47.244376814","10.43.1.148","10.43.7.255","UDP","60","2008  >  2008 Len=11"
"4262","47.245136300","10.43.1.148","10.43.7.255","UDP","60","2007  >  2007 Len=11"
"4263","47.348717050","10.43.1.148","10.43.7.255","UDP","60","2008  >  2008 Len=11"
"4264","47.349385040","10.43.1.148","10.43.7.255","UDP","60","2007  >  2007 Len=11"
"4265","47.360097406","10.43.1.39","224.0.0.251","MDNS","82","Standard query 0x0000 PTR _googlecast._tcp.local, ""QM"" question"
"4266","47.360170874","fe80::d475:2df5:c84c:bd7c","ff02::fb","MDNS","102","Standard query 0x0000 PTR _googlecast._tcp.local, ""QM"" question"
"4267","47.360556192","10.43.1.39","224.0.0.251","MDNS","82","Standard query 0x0000 PTR _googlecast._tcp.local, ""QM"" question"
"4268","47.360602687","fe80::d475:2df5:c84c:bd7c","ff02::fb","MDNS","102","Standard query 0x0000 PTR _googlecast._tcp.local, ""QM"" question"
"4269","47.391487373","10.43.1.20","239.255.255.250","SSDP","213","M-SEARCH * HTTP/1.1 "
"4270","47.424727901","fe80::954d:f7f1:8707:5987","ff02::1:3","LLMNR","84","Standard query 0x25aa A wpad"
"4271","47.452616973","10.43.1.148","10.43.7.255","UDP","60","2008  >  2008 Len=11"
"4272","47.453416859","10.43.1.148","10.43.7.255","UDP","60","2007  >  2007 Len=11"
"4273","47.484154844","10.43.7.100","10.43.7.255","UDP","305","54915  >  54915 Len=263"
"4274","47.500389531","10.43.2.153","224.2.2.2","UDP","72","60298  >  8995 Len=30"
"4275","47.547820305","10.43.1.42","10.43.7.255","UDP","305","54915  >  54915 Len=263"
"4276","47.557953942","10.43.1.148","10.43.7.255","UDP","60","2008  >  2008 Len=11"
"4277","47.558886755","10.43.1.148","10.43.7.255","UDP","60","2007  >  2007 Len=11"
"4278","47.619831212","10.43.7.96","239.255.255.250","SSDP","323","NOTIFY * HTTP/1.1 "
"4279","47.620089475","10.43.7.96","239.255.255.250","SSDP","375","NOTIFY * HTTP/1.1 "
"4280","47.620341079","10.43.7.96","239.255.255.250","SSDP","389","NOTIFY * HTTP/1.1 "
"4281","47.620596865","10.43.7.96","239.255.255.250","SSDP","387","NOTIFY * HTTP/1.1 "
"4282","47.620840759","10.43.7.96","239.255.255.250","SSDP","332","NOTIFY * HTTP/1.1 "
"4283","47.630722442","10.55.2.164","10.43.1.165","TCP","66","[TCP Retransmission] 55211  >  7680 [SYN] Seq=0 Win=64260 Len=0 MSS=1428 WS=256 SACK_PERM=1"
"4284","47.635383167","10.43.2.191","10.43.7.255","UDP","305","54915  >  54915 Len=263"
"4285","47.661110498","10.43.1.200","10.43.7.255","UDP","305","54915  >  54915 Len=263"
"4286","47.662397053","10.43.1.148","10.43.7.255","UDP","60","2008  >  2008 Len=11"
"4287","47.663118015","10.43.1.148","10.43.7.255","UDP","60","2007  >  2007 Len=11"
"4288","47.673085369","Dell_3b:7d:9d","Broadcast","ARP","60","Who has 10.43.0.1? Tell 10.43.1.62"
"4289","47.763815399","10.43.2.214","10.43.7.255","NBNS","92","Name query NB WPAD<00>"
"4290","47.770505697","10.43.1.148","10.43.7.255","UDP","60","2008  >  2008 Len=11"
"4291","47.772185297","10.43.1.148","10.43.7.255","UDP","60","2007  >  2007 Len=11"
"4292","47.801882950","10.43.1.52","10.43.7.255","UDP","305","54915  >  54915 Len=263"
"4293","47.820074194","10.43.1.39","239.255.255.250","SSDP","179","M-SEARCH * HTTP/1.1 "
"4294","47.865131122","10.43.2.172","239.255.255.250","SSDP","213","M-SEARCH * HTTP/1.1 "
"4295","47.876410391","10.43.1.148","10.43.7.255","UDP","60","2008  >  2008 Len=11"
"4296","47.877492892","10.43.1.148","10.43.7.255","UDP","60","2007  >  2007 Len=11"
"4297","47.985967618","10.43.1.148","10.43.7.255","UDP","60","2008  >  2008 Len=11"
"4298","47.987778026","10.43.1.148","10.43.7.255","UDP","60","2007  >  2007 Len=11"
"4299","48.007210276","10.43.1.27","52.30.204.21","TCP","66","[TCP Dup ACK 133#1] 42758  >  443 [ACK] Seq=1 Ack=1 Win=317 Len=0 TSval=3929003894 TSecr=4190060136"
"4300","48.007293770","52.30.204.21","10.43.1.27","TCP","66","[TCP Dup ACK 134#1] [TCP ACKed unseen segment] 443  >  42758 [ACK] Seq=1 Ack=2 Win=981 Len=0 TSval=4190105186 TSecr=3927741689"
"4301","48.013979746","10.43.2.66","239.192.152.143","LSD","178",""
"4302","48.014089062","10.43.2.66","239.192.152.143","LSD","178",""
"4303","48.014179960","fe80::c578:8270:d669:354f","ff15::efc0:988f","UDP","200","57098  >  6771 Len=138"
"4304","48.014282572","fe80::c578:8270:d669:354f","ff15::efc0:988f","UDP","200","6771  >  6771 Len=138"
"4305","48.014618130","fe80::497a:1ed2:9936:5ace","ff15::efc0:988f","UDP","200","60441  >  6771 Len=138"
"4306","48.015170784","fe80::497a:1ed2:9936:5ace","ff15::efc0:988f","UDP","200","6771  >  6771 Len=138"
"4307","48.015395234","fe80::497a:1ed2:9936:5ace","ff15::efc0:988f","UDP","200","6771  >  6771 Len=138"
"4308","48.096660587","10.43.1.148","10.43.7.255","UDP","60","2008  >  2008 Len=11"
"4309","48.098751053","10.43.1.148","10.43.7.255","UDP","60","2007  >  2007 Len=11"
"4310","48.115465943","10.43.1.39","224.0.0.251","MDNS","106","Standard query 0x0000 PTR _sleep-proxy._udp.local, ""QM"" question OPT"
"4311","48.132184857","10.43.1.246","239.255.255.250","SSDP","174","M-SEARCH * HTTP/1.1 "
"4312","48.149256143","fe80::b109:f0a3:71c4:6fbc","ff02::1:2","DHCPv6","145","Solicit XID: 0x78f3a6 CID: 00010001240782e674e6e253143c "
"4313","48.161816717","10.43.2.47","239.255.255.250","SSDP","215","M-SEARCH * HTTP/1.1 "
"4314","48.205409614","10.43.1.148","10.43.7.255","UDP","60","2008  >  2008 Len=11"
"4315","48.206953304","10.43.1.148","10.43.7.255","UDP","60","2007  >  2007 Len=11"
"4316","48.222844645","10.43.1.39","224.0.0.251","MDNS","317","Standard query response 0x0000 PTR, cache flush LAPTOP-M95RU72M.local PTR, cache flush LAPTOP-M95RU72M.local A, cache flush 10.43.1.39 AAAA, cache flush fe80::d475:2df5:c84c:bd7c NSEC, cache flush 39.1.43.10.in-addr.arpa NSEC, cache flush C.7.D.B.C.4.8.C.5.F.D.2.5.7.4.D.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa NSEC, cache flush LAPTOP-M95RU72M.local OPT"
"4317","48.316285834","10.43.1.148","10.43.7.255","UDP","60","2008  >  2008 Len=11"
"4318","48.318063992","10.43.1.148","10.43.7.255","UDP","60","2007  >  2007 Len=11"
"4319","48.392174319","10.43.1.20","239.255.255.250","SSDP","213","M-SEARCH * HTTP/1.1 "
"4320","48.428006180","10.43.1.148","10.43.7.255","UDP","60","2008  >  2008 Len=11"
"4321","48.429663702","10.43.1.148","10.43.7.255","UDP","60","2007  >  2007 Len=11"
"4322","48.486679465","10.43.7.100","10.43.7.255","UDP","305","54915  >  54915 Len=263"
"4323","48.500094166","10.43.2.153","224.2.2.2","UDP","72","60298  >  8995 Len=30"
"4324","48.514880856","10.43.2.214","10.43.7.255","NBNS","92","Name query NB WPAD<00>"
"4325","48.537073569","10.43.1.148","10.43.7.255","UDP","60","2008  >  2008 Len=11"
"4326","48.537379205","10.43.1.42","10.43.7.255","UDP","305","54915  >  54915 Len=263"
"4327","48.538852308","10.43.1.148","10.43.7.255","UDP","60","2007  >  2007 Len=11"
"4328","48.633153718","10.43.2.191","10.43.7.255","UDP","305","54915  >  54915 Len=263"
"4329","48.646235887","10.43.1.148","10.43.7.255","UDP","60","2008  >  2008 Len=11"
"4330","48.648187978","10.43.1.148","10.43.7.255","UDP","60","2007  >  2007 Len=11"
"4331","48.656263408","10.43.1.200","10.43.7.255","UDP","305","54915  >  54915 Len=263"
"4332","48.751160835","10.43.1.148","10.43.7.255","UDP","60","2008  >  2008 Len=11"
"4333","48.751973983","10.43.1.148","10.43.7.255","UDP","60","2007  >  2007 Len=11"
"4334","48.795645546","10.43.7.96","239.255.255.250","SSDP","215","M-SEARCH * HTTP/1.1 "
"4335","48.802662381","10.43.1.52","10.43.7.255","UDP","305","54915  >  54915 Len=263"
"4336","48.840125658","CompalIn_60:1a:8b","Broadcast","ARP","60","Who has 10.43.0.1? Tell 10.43.7.96"
"4337","48.854913529","10.43.1.148","10.43.7.255","UDP","60","2008  >  2008 Len=11"
"4338","48.855609006","10.43.1.148","10.43.7.255","UDP","60","2007  >  2007 Len=11"
"4339","48.905438207","10.43.1.94","255.255.255.255","UDP","75","27005  >  27015 Len=33"
"4340","48.955664962","Dell_3b:7d:9d","Broadcast","ARP","60","Who has 10.43.0.1? Tell 10.43.1.62"
"4341","48.958366934","Cisco_80:9a:8f","Spanning-tree-(for-bridges)_00","STP","60","RST. Root = 0/43/78:da:6e:57:01:40  Cost = 4  Port = 0x800f"
"4342","48.959628592","10.43.1.148","10.43.7.255","UDP","60","2008  >  2008 Len=11"
"4343","48.960421304","10.43.1.148","10.43.7.255","UDP","60","2007  >  2007 Len=11"
"4344","48.998065066","10.43.1.255","239.255.255.250","SSDP","316","NOTIFY * HTTP/1.1 "
"4345","49.063343875","10.43.1.148","10.43.7.255","UDP","60","2008  >  2008 Len=11"
"4346","49.063905286","10.43.1.148","10.43.7.255","UDP","60","2007  >  2007 Len=11"
"4347","49.108459128","10.43.1.94","255.255.255.255","UDP","75","27005  >  27015 Len=33"
"4348","49.164435965","10.43.2.47","239.255.255.250","SSDP","215","M-SEARCH * HTTP/1.1 "
"4349","49.167203043","10.43.1.148","10.43.7.255","UDP","60","2008  >  2008 Len=11"
"4350","49.167833794","10.43.1.148","10.43.7.255","UDP","60","2007  >  2007 Len=11"
"4351","49.274559519","10.43.1.148","10.43.7.255","UDP","60","2008  >  2008 Len=11"
"4352","49.276342492","10.43.1.148","10.43.7.255","UDP","60","2007  >  2007 Len=11"
"4353","49.335456152","10.43.1.94","255.255.255.255","UDP","75","27005  >  27015 Len=33"
"4354","49.362141489","10.43.1.39","224.0.0.251","MDNS","82","Standard query 0x0000 PTR _googlecast._tcp.local, ""QM"" question"
"4355","49.362254615","fe80::d475:2df5:c84c:bd7c","ff02::fb","MDNS","102","Standard query 0x0000 PTR _googlecast._tcp.local, ""QM"" question"
"4356","49.362703410","10.43.1.39","224.0.0.251","MDNS","82","Standard query 0x0000 PTR _googlecast._tcp.local, ""QM"" question"
