"No.","Time","Source","Destination","Protocol","Length","Info"
"1385","16.438106974","172.217.166.1","10.43.1.27","TLSv1.2","105","Application Data"
"1386","16.438109085","10.43.1.27","172.217.166.1","TCP","66","52036  >  443 [ACK] Seq=17964 Ack=43306 Win=1444 Len=0 TSval=840465194 TSecr=3083039127"
"1387","16.439712632","10.43.1.27","172.217.166.1","TLSv1.2","105","Application Data"
"1388","16.439807663","172.217.166.1","10.43.1.27","TCP","66","443  >  52036 [ACK] Seq=43306 Ack=18003 Win=375 Len=0 TSval=3083039127 TSecr=840465196"
"1389","16.475571959","fe80::d475:2df5:c84c:bd7c","ff02::1:2","DHCPv6","157","Solicit XID: 0xdb76f7 CID: 0001000122da7ed1c8d9d27a8851 "
"1390","16.475690871","10.43.1.39","224.0.0.251","MDNS","70","Standard query 0x0000 A wpad.local, ""QM"" question"
"1391","16.475822669","fe80::d475:2df5:c84c:bd7c","ff02::fb","MDNS","90","Standard query 0x0000 A wpad.local, ""QM"" question"
"1392","16.485538231","10.43.7.100","10.43.7.255","UDP","305","54915  >  54915 Len=263"
"1393","16.498776119","10.43.2.153","224.2.2.2","UDP","72","60298  >  8995 Len=30"
"1394","16.499167314","10.43.2.193","10.43.7.255","NBNS","92","Name query NB WPAD<00>"
"1395","16.516613811","10.43.1.39","224.0.0.251","MDNS","70","Standard query 0x0000 A wpad.local, ""QM"" question"
"1396","16.516740075","fe80::d475:2df5:c84c:bd7c","ff02::fb","MDNS","90","Standard query 0x0000 A wpad.local, ""QM"" question"
"1397","16.526555876","10.43.1.148","10.43.7.255","UDP","60","2008  >  2008 Len=11"
"1398","16.527336880","10.43.1.148","10.43.7.255","UDP","60","2007  >  2007 Len=11"
"1399","16.537485329","10.43.1.42","10.43.7.255","UDP","305","54915  >  54915 Len=263"
"1400","16.539403933","10.43.1.39","224.0.0.251","MDNS","70","Standard query 0x0000 A wpad.local, ""QM"" question"
"1401","16.539457636","fe80::d475:2df5:c84c:bd7c","ff02::fb","MDNS","90","Standard query 0x0000 A wpad.local, ""QM"" question"
"1402","16.553842739","172.217.166.1","10.43.1.27","TLSv1.2","1593","Application Data, Application Data"
"1403","16.553861410","10.43.1.27","172.217.166.1","TCP","66","52036  >  443 [ACK] Seq=18003 Ack=44833 Win=1444 Len=0 TSval=840465310 TSecr=3083039237"
"1404","16.554006874","172.217.166.1","10.43.1.27","TLSv1.2","1514","Application Data"
"1405","16.554130307","172.217.166.1","10.43.1.27","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]"
"1406","16.554233373","172.217.166.1","10.43.1.27","TLSv1.2","1274","Application Data"
"1407","16.554315099","10.43.1.27","172.217.166.1","TCP","66","52036  >  443 [ACK] Seq=18003 Ack=48937 Win=1444 Len=0 TSval=840465310 TSecr=3083039237"
"1408","16.554594342","172.217.166.1","10.43.1.27","TLSv1.2","1514","Application Data"
"1409","16.554692054","172.217.166.1","10.43.1.27","TLSv1.2","1354","Application Data"
"1410","16.554698970","10.43.1.27","172.217.166.1","TCP","66","52036  >  443 [ACK] Seq=18003 Ack=51673 Win=1444 Len=0 TSval=840465311 TSecr=3083039237"
"1411","16.554815729","172.217.166.1","10.43.1.27","TLSv1.2","1514","Application Data"
"1412","16.555278702","172.217.166.1","10.43.1.27","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]"
"1413","16.555288240","10.43.1.27","172.217.166.1","TCP","66","52036  >  443 [ACK] Seq=18003 Ack=54569 Win=1444 Len=0 TSval=840465311 TSecr=3083039237"
"1414","16.555293266","172.217.166.1","10.43.1.27","TLSv1.2","1274","Application Data"
"1415","16.555591224","172.217.166.1","10.43.1.27","TLSv1.2","1514","Application Data"
"1416","16.555643693","10.43.1.27","172.217.166.1","TCP","66","52036  >  443 [ACK] Seq=18003 Ack=57225 Win=1444 Len=0 TSval=840465312 TSecr=3083039237"
"1417","16.555704821","172.217.166.1","10.43.1.27","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]"
"1418","16.555763832","172.217.166.1","10.43.1.27","TLSv1.2","769","Application Data"
"1419","16.555819558","10.43.1.27","172.217.166.1","TCP","66","52036  >  443 [ACK] Seq=18003 Ack=59376 Win=1444 Len=0 TSval=840465312 TSecr=3083039237"
"1420","16.564866090","172.217.166.1","10.43.1.27","TLSv1.2","1434","Application Data"
"1421","16.564885865","172.217.166.1","10.43.1.27","TLSv1.2","1434","Application Data"
"1422","16.564979081","10.43.1.27","172.217.166.1","TCP","66","52036  >  443 [ACK] Seq=18003 Ack=62112 Win=1444 Len=0 TSval=840465321 TSecr=3083039247"
"1423","16.565146473","172.217.166.1","10.43.1.27","TLSv1.2","1514","Application Data"
"1424","16.565222676","172.217.166.1","10.43.1.27","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]"
"1425","16.565231898","10.43.1.27","172.217.166.1","TCP","66","52036  >  443 [ACK] Seq=18003 Ack=65008 Win=1444 Len=0 TSval=840465321 TSecr=3083039247"
"1426","16.565295004","172.217.166.1","10.43.1.27","TLSv1.2","1274","Application Data"
"1427","16.565550197","172.217.166.1","10.43.1.27","TLSv1.2","887","Application Data"
"1428","16.565552751","10.43.1.27","172.217.166.1","TCP","66","52036  >  443 [ACK] Seq=18003 Ack=67037 Win=1444 Len=0 TSval=840465322 TSecr=3083039247"
"1429","16.566572723","fe80::fd86:cd4a:16cf:3a3a","ff02::1:ff87:2f66","ICMPv6","86","Neighbor Solicitation for fe80::c9c0:e024:b687:2f66 from 54:e1:ad:54:ed:e8"
"1430","16.569416512","172.217.166.1","10.43.1.27","TLSv1.2","97","Application Data"
"1431","16.569510932","172.217.166.1","10.43.1.27","TLSv1.2","105","Application Data"
"1432","16.570210067","10.43.1.27","172.217.166.1","TCP","66","52036  >  443 [ACK] Seq=18003 Ack=67107 Win=1444 Len=0 TSval=840465326 TSecr=3083039257"
"1433","16.570310530","10.43.1.27","172.217.166.1","TLSv1.2","105","Application Data"
"1434","16.570386522","172.217.166.1","10.43.1.27","TCP","66","443  >  52036 [ACK] Seq=67107 Ack=18042 Win=374 Len=0 TSval=3083039257 TSecr=840465326"
"1435","16.604589529","172.217.166.1","10.43.1.27","TLSv1.2","189","Application Data"
"1436","16.604643937","172.217.166.1","10.43.1.27","TLSv1.2","1434","Application Data"
"1437","16.604660442","10.43.1.27","172.217.166.1","TCP","66","52036  >  443 [ACK] Seq=18042 Ack=68598 Win=1444 Len=0 TSval=840465361 TSecr=3083039287"
"1438","16.604811674","172.217.166.1","10.43.1.27","TLSv1.2","1514","Application Data"
"1439","16.604920770","172.217.166.1","10.43.1.27","TLSv1.2","1354","Application Data"
"1440","16.605037656","172.217.166.1","10.43.1.27","TLSv1.2","1434","Application Data"
"1441","16.605472824","172.217.166.1","10.43.1.27","TLSv1.2","1514","Application Data"
"1442","16.605560557","172.217.166.1","10.43.1.27","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]"
"1443","16.605693901","172.217.166.1","10.43.1.27","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]"
"1444","16.605786191","172.217.166.1","10.43.1.27","TLSv1.2","1194","Application Data"
"1445","16.605897435","172.217.166.1","10.43.1.27","TLSv1.2","1434","Application Data"
"1446","16.606093969","10.43.1.27","172.217.166.1","TCP","66","52036  >  443 [ACK] Seq=18042 Ack=79542 Win=1444 Len=0 TSval=840465362 TSecr=3083039287"
"1447","16.606401522","172.217.166.1","10.43.1.27","TLSv1.2","1514","Application Data"
"1448","16.606550319","172.217.166.1","10.43.1.27","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]"
"1449","16.606563173","10.43.1.27","172.217.166.1","TCP","66","52036  >  443 [ACK] Seq=18042 Ack=82438 Win=1444 Len=0 TSval=840465363 TSecr=3083039287"
"1450","16.606577136","172.217.166.1","10.43.1.27","TLSv1.2","818","Application Data"
"1451","16.606929176","172.217.166.1","10.43.1.27","TLSv1.2","1514","Application Data"
"1452","16.606941303","10.43.1.27","172.217.166.1","TCP","66","52036  >  443 [ACK] Seq=18042 Ack=84638 Win=1444 Len=0 TSval=840465363 TSecr=3083039287"
"1453","16.607056895","172.217.166.1","10.43.1.27","TLSv1.2","1514","Application Data, Application Data"
"1454","16.607173997","172.217.166.1","10.43.1.27","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]"
"1455","16.607184216","10.43.1.27","172.217.166.1","TCP","66","52036  >  443 [ACK] Seq=18042 Ack=87534 Win=1444 Len=0 TSval=840465363 TSecr=3083039287"
"1456","16.607268494","172.217.166.1","10.43.1.27","TCP","1194","443  >  52036 [PSH, ACK] Seq=87534 Ack=18042 Win=374 Len=1128 TSval=3083039287 TSecr=840465363 [TCP segment of a reassembled PDU]"
"1457","16.607387481","172.217.166.1","10.43.1.27","TLSv1.2","1434","Application Data [TCP segment of a reassembled PDU]"
"1458","16.607918115","172.217.166.1","10.43.1.27","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]"
"1459","16.608040778","172.217.166.1","10.43.1.27","TLSv1.2","1514","Application Data, Application Data"
"1460","16.608109609","10.43.1.27","172.217.166.1","TCP","66","52036  >  443 [ACK] Seq=18042 Ack=92926 Win=1444 Len=0 TSval=840465364 TSecr=3083039287"
"1461","16.608160540","172.217.166.1","10.43.1.27","TLSv1.2","1514","Application Data, Application Data, Application Data"
"1462","16.608173158","172.217.166.1","10.43.1.27","TLSv1.2","176","Application Data, Application Data"
"1463","16.608179234","10.43.1.27","172.217.166.1","TCP","66","52036  >  443 [ACK] Seq=18042 Ack=94484 Win=1444 Len=0 TSval=840465364 TSecr=3083039297"
"1464","16.608355222","10.43.1.27","172.217.166.1","TLSv1.2","105","Application Data"
"1465","16.608587309","172.217.166.1","10.43.1.27","TCP","66","443  >  52036 [ACK] Seq=94484 Ack=18081 Win=373 Len=0 TSval=3083039297 TSecr=840465364"
"1466","16.610651134","172.217.166.1","10.43.1.27","TLSv1.2","208","Application Data"
"1467","16.610794146","172.217.166.1","10.43.1.27","TLSv1.2","1434","Application Data"
"1468","16.610816477","10.43.1.27","172.217.166.1","TCP","66","52036  >  443 [ACK] Seq=18081 Ack=95994 Win=1444 Len=0 TSval=840465367 TSecr=3083039297"
"1469","16.610982062","172.217.166.1","10.43.1.27","TLSv1.2","1514","Application Data"
"1470","16.611109531","172.217.166.1","10.43.1.27","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]"
"1471","16.611211241","172.217.166.1","10.43.1.27","TLSv1.2","1274","Application Data"
"1472","16.611587570","172.217.166.1","10.43.1.27","TLSv1.2","1514","Application Data"
"1473","16.611696953","172.217.166.1","10.43.1.27","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]"
"1474","16.611832710","172.217.166.1","10.43.1.27","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]"
"1475","16.611913838","172.217.166.1","10.43.1.27","TLSv1.2","1194","Application Data"
"1476","16.611942433","172.217.166.1","10.43.1.27","TLSv1.2","391","Application Data"
"1477","16.612230468","172.217.166.1","10.43.1.27","TLSv1.2","97","Application Data"
"1478","16.612296334","172.217.166.1","10.43.1.27","TLSv1.2","185","Application Data"
"1479","16.612488893","172.217.166.1","10.43.1.27","TLSv1.2","1434","Application Data"
"1480","16.612667723","172.217.166.1","10.43.1.27","TLSv1.2","1514","Application Data"
"1481","16.612781572","172.217.166.1","10.43.1.27","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]"
"1482","16.613726211","10.43.1.27","172.217.166.1","TCP","66","52036  >  443 [ACK] Seq=18081 Ack=110309 Win=1444 Len=0 TSval=840465370 TSecr=3083039297"
"1483","16.613973448","172.217.166.1","10.43.1.27","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]"
"1484","16.614086851","172.217.166.1","10.43.1.27","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]"
"1485","16.614207570","172.217.166.1","10.43.1.27","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]"
"1486","16.614302213","172.217.166.1","10.43.1.27","TLSv1.2","1207","Application Data, Application Data, Application Data"
"1487","16.615028333","10.43.1.27","172.217.166.1","TCP","66","52036  >  443 [ACK] Seq=18081 Ack=115794 Win=1444 Len=0 TSval=840465371 TSecr=3083039297"
"1488","16.618836678","172.217.166.1","10.43.1.27","TLSv1.2","158","Application Data"
"1489","16.619023045","172.217.166.1","10.43.1.27","TLSv1.2","1434","Application Data"
"1490","16.619041450","10.43.1.27","172.217.166.1","TCP","66","52036  >  443 [ACK] Seq=18081 Ack=117254 Win=1444 Len=0 TSval=840465375 TSecr=3083039307"
"1491","16.619143927","172.217.166.1","10.43.1.27","TLSv1.2","1514","Application Data"
"1492","16.619268429","172.217.166.1","10.43.1.27","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]"
"1493","16.619370792","172.217.166.1","10.43.1.27","TLSv1.2","1274","Application Data"
"1494","16.619617312","172.217.166.1","10.43.1.27","TLSv1.2","1514","Application Data"
"1495","16.619740718","172.217.166.1","10.43.1.27","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]"
"1496","16.619842336","172.217.166.1","10.43.1.27","TLSv1.2","1274","Application Data"
"1497","16.619966460","172.217.166.1","10.43.1.27","TLSv1.2","1514","Application Data"
"1498","16.620089129","172.217.166.1","10.43.1.27","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]"
"1499","16.620192528","172.217.166.1","10.43.1.27","TLSv1.2","1274","Application Data"
"1500","16.620561291","172.217.166.1","10.43.1.27","TLSv1.2","1455","Application Data"
"1501","16.620573888","10.43.1.27","172.217.166.1","TCP","66","52036  >  443 [ACK] Seq=18081 Ack=129566 Win=1444 Len=0 TSval=840465377 TSecr=3083039307"
"1502","16.620747581","172.217.166.1","10.43.1.27","TLSv1.2","968","Application Data"
"1503","16.621732972","10.43.1.27","172.217.166.1","TCP","66","52036  >  443 [ACK] Seq=18081 Ack=131857 Win=1444 Len=0 TSval=840465378 TSecr=3083039307"
"1504","16.631645105","10.43.1.148","10.43.7.255","UDP","60","2008  >  2008 Len=11"
"1505","16.632804377","10.43.1.148","10.43.7.255","UDP","60","2007  >  2007 Len=11"
"1506","16.634799899","10.43.2.191","10.43.7.255","UDP","305","54915  >  54915 Len=263"
"1507","16.643246365","172.217.166.1","10.43.1.27","TLSv1.2","240","Application Data"
"1508","16.643412450","172.217.166.1","10.43.1.27","TLSv1.2","1434","Application Data"
"1509","16.643455079","10.43.1.27","172.217.166.1","TCP","66","52036  >  443 [ACK] Seq=18081 Ack=133399 Win=1444 Len=0 TSval=840465399 TSecr=3083039327"
"1510","16.643513451","172.217.166.1","10.43.1.27","TLSv1.2","1031","Application Data"
"1511","16.643567063","172.217.166.1","10.43.1.27","TLSv1.2","136","Application Data, Application Data"
"1512","16.644429265","10.43.1.27","172.217.166.1","TCP","66","52036  >  443 [ACK] Seq=18081 Ack=134434 Win=1444 Len=0 TSval=840465400 TSecr=3083039327"
"1513","16.644708408","10.43.1.27","172.217.166.1","TLSv1.2","105","Application Data"
"1514","16.644797438","172.217.166.1","10.43.1.27","TCP","66","443  >  52036 [ACK] Seq=134434 Ack=18120 Win=373 Len=0 TSval=3083039327 TSecr=840465401"
"1515","16.644887979","172.217.166.1","10.43.1.27","TLSv1.2","158","Application Data"
"1516","16.645050777","172.217.166.1","10.43.1.27","TLSv1.2","1434","Application Data"
"1517","16.645072039","10.43.1.27","172.217.166.1","TCP","66","52036  >  443 [ACK] Seq=18120 Ack=135894 Win=1444 Len=0 TSval=840465401 TSecr=3083039327"
"1518","16.645225854","172.217.166.1","10.43.1.27","TLSv1.2","1514","Application Data"
"1519","16.645334347","172.217.166.1","10.43.1.27","TLSv1.2","1354","Application Data"
"1520","16.645451065","172.217.166.1","10.43.1.27","TLSv1.2","1434","Application Data"
"1521","16.645851547","172.217.166.1","10.43.1.27","TLSv1.2","1514","Application Data"
"1522","16.645960638","172.217.166.1","10.43.1.27","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]"
"1523","16.646086802","172.217.166.1","10.43.1.27","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]"
"1524","16.646207735","172.217.166.1","10.43.1.27","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]"
"1525","16.646294589","172.217.166.1","10.43.1.27","TLSv1.2","1114","Application Data"
"1526","16.646498539","10.43.1.27","172.217.166.1","TCP","66","52036  >  443 [ACK] Seq=18120 Ack=146838 Win=1444 Len=0 TSval=840465403 TSecr=3083039327"
"1527","16.646797963","172.217.166.1","10.43.1.27","TLSv1.2","1514","Application Data"
"1528","16.646914781","172.217.166.1","10.43.1.27","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]"
"1529","16.646977707","172.217.166.1","10.43.1.27","TLSv1.2","829","Application Data"
"1530","16.647186233","10.43.1.27","172.217.166.1","TCP","66","52036  >  443 [ACK] Seq=18120 Ack=150497 Win=1444 Len=0 TSval=840465403 TSecr=3083039327"
"1531","16.647310192","172.217.166.1","10.43.1.27","TLSv1.2","1514","Application Data"
"1532","16.647419056","172.217.166.1","10.43.1.27","TLSv1.2","1354","Application Data [TCP segment of a reassembled PDU]"
"1533","16.647542993","172.217.166.1","10.43.1.27","TLSv1.2","1526","Application Data, Application Data"
"1534","16.647916704","172.217.166.1","10.43.1.27","TLSv1.2","1514","Application Data"
"1535","16.648037519","172.217.166.1","10.43.1.27","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]"
"1536","16.648142495","172.217.166.1","10.43.1.27","TLSv1.2","1274","Application Data"
"1537","16.648264448","172.217.166.1","10.43.1.27","TLSv1.2","1514","Application Data"
"1538","16.648375839","172.217.166.1","10.43.1.27","TLSv1.2","1354","Application Data"
"1539","16.648924274","172.217.166.1","10.43.1.27","TLSv1.2","1514","Application Data"
"1540","16.648984609","172.217.166.1","10.43.1.27","TCP","808","443  >  52036 [PSH, ACK] Seq=162981 Ack=18120 Win=373 Len=742 TSval=3083039337 TSecr=840465403 [TCP segment of a reassembled PDU]"
"1541","16.649112009","172.217.166.1","10.43.1.27","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]"
"1542","16.650644643","10.43.1.27","172.217.166.1","TCP","66","52036  >  443 [ACK] Seq=18120 Ack=165171 Win=1444 Len=0 TSval=840465407 TSecr=3083039337"
"1543","16.650970234","172.217.166.1","10.43.1.27","TLSv1.2","1514","Application Data, Application Data"
"1544","16.651090526","172.217.166.1","10.43.1.27","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]"
"1545","16.651206209","172.217.166.1","10.43.1.27","TLSv1.2","1432","Application Data, Application Data, Application Data"
"1546","16.651647313","10.43.1.27","172.217.166.1","TCP","66","52036  >  443 [ACK] Seq=18120 Ack=169433 Win=1444 Len=0 TSval=840465408 TSecr=3083039337"
"1547","16.653981887","10.43.1.200","10.43.7.255","UDP","305","54915  >  54915 Len=263"
"1548","16.654216174","172.217.166.1","10.43.1.27","TLSv1.2","1558","Application Data, Application Data"
"1549","16.654240878","10.43.1.27","172.217.166.1","TCP","66","52036  >  443 [ACK] Seq=18120 Ack=170925 Win=1444 Len=0 TSval=840465410 TSecr=3083039337"
"1550","16.654405832","172.217.166.1","10.43.1.27","TLSv1.2","1514","Application Data"
"1551","16.654528014","172.217.166.1","10.43.1.27","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]"
"1552","16.654628808","172.217.166.1","10.43.1.27","TLSv1.2","1274","Application Data"
"1553","16.655027085","172.217.166.1","10.43.1.27","TLSv1.2","1514","Application Data"
"1554","16.655132435","172.217.166.1","10.43.1.27","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]"
"1555","16.655255169","172.217.166.1","10.43.1.27","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]"
"1556","16.655316734","172.217.166.1","10.43.1.27","TCP","800","443  >  52036 [PSH, ACK] Seq=179373 Ack=18120 Win=373 Len=734 TSval=3083039337 TSecr=840465410 [TCP segment of a reassembled PDU]"
"1557","16.655447654","172.217.166.1","10.43.1.27","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]"
"1558","16.655468909","172.217.166.1","10.43.1.27","TLSv1.2","380","Application Data"
"1559","16.656048182","172.217.166.1","10.43.1.27","TLSv1.2","1514","Application Data"
"1560","16.656120701","10.43.1.27","172.217.166.1","TCP","66","52036  >  443 [ACK] Seq=18120 Ack=183317 Win=1444 Len=0 TSval=840465412 TSecr=3083039337"
"1561","16.656165637","172.217.166.1","10.43.1.27","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]"
"1562","16.656229036","172.217.166.1","10.43.1.27","TLSv1.2","816","Application Data"
"1563","16.657029791","10.43.1.27","172.217.166.1","TCP","66","52036  >  443 [ACK] Seq=18120 Ack=185515 Win=1444 Len=0 TSval=840465413 TSecr=3083039337"
"1564","16.661478884","172.217.166.1","10.43.1.27","TLSv1.2","1434","Application Data"
"1565","16.661596473","172.217.166.1","10.43.1.27","TLSv1.2","1514","Application Data"
"1566","16.661704512","172.217.166.1","10.43.1.27","TLSv1.2","1354","Application Data"
"1567","16.661811101","10.43.1.27","172.217.166.1","TCP","66","52036  >  443 [ACK] Seq=18120 Ack=189619 Win=1444 Len=0 TSval=840465418 TSecr=3083039347"
"1568","16.661968230","172.217.166.1","10.43.1.27","TLSv1.2","1514","Application Data"
"1569","16.662090402","172.217.166.1","10.43.1.27","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]"
"1570","16.662213364","172.217.166.1","10.43.1.27","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]"
"1571","16.662325984","172.217.166.1","10.43.1.27","TLSv1.2","1194","Application Data"
"1572","16.662616505","10.43.1.27","172.217.166.1","TCP","66","52036  >  443 [ACK] Seq=18120 Ack=195091 Win=1444 Len=0 TSval=840465419 TSecr=3083039347"
"1573","16.662725915","172.217.166.1","10.43.1.27","TLSv1.2","1466","Application Data"
"1574","16.662846727","172.217.166.1","10.43.1.27","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]"
"1575","16.662856462","10.43.1.27","172.217.166.1","TCP","66","52036  >  443 [ACK] Seq=18120 Ack=197939 Win=1444 Len=0 TSval=840465419 TSecr=3083039347"
"1576","16.662968932","172.217.166.1","10.43.1.27","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]"
"1577","16.663092386","172.217.166.1","10.43.1.27","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]"
"1578","16.663100865","10.43.1.27","172.217.166.1","TCP","66","52036  >  443 [ACK] Seq=18120 Ack=200835 Win=1444 Len=0 TSval=840465419 TSecr=3083039347"
"1579","16.663184694","172.217.166.1","10.43.1.27","TLSv1.2","1162","Application Data"
"1580","16.663710418","172.217.166.1","10.43.1.27","TLSv1.2","1514","Application Data, Application Data"
"1581","16.663720020","10.43.1.27","172.217.166.1","TCP","66","52036  >  443 [ACK] Seq=18120 Ack=203379 Win=1444 Len=0 TSval=840465420 TSecr=3083039347"
"1582","16.663832876","172.217.166.1","10.43.1.27","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]"
"1583","16.663935273","172.217.166.1","10.43.1.27","TLSv1.2","1274","Application Data [TCP segment of a reassembled PDU]"
"1584","16.664060901","172.217.166.1","10.43.1.27","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]"
"1585","16.664170593","172.217.166.1","10.43.1.27","TLSv1.2","1354","Application Data [TCP segment of a reassembled PDU]"
"1586","16.664666928","10.43.1.27","172.217.166.1","TCP","66","52036  >  443 [ACK] Seq=18120 Ack=208771 Win=1444 Len=0 TSval=840465421 TSecr=3083039347"
"1587","16.664705906","172.217.166.1","10.43.1.27","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]"
"1588","16.664818481","172.217.166.1","10.43.1.27","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]"
"1589","16.664835333","10.43.1.27","172.217.166.1","TCP","66","52036  >  443 [ACK] Seq=18120 Ack=211667 Win=1444 Len=0 TSval=840465421 TSecr=3083039347"
"1590","16.664916078","172.217.166.1","10.43.1.27","TLSv1.2","1274","Application Data [TCP segment of a reassembled PDU]"
"1591","16.665049534","172.217.166.1","10.43.1.27","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]"
"1592","16.665126339","10.43.1.27","172.217.166.1","TCP","66","52036  >  443 [ACK] Seq=18120 Ack=214323 Win=1444 Len=0 TSval=840465421 TSecr=3083039347"
"1593","16.665149001","172.217.166.1","10.43.1.27","TLSv1.2","1354","Application Data [TCP segment of a reassembled PDU]"
"1594","16.665690665","172.217.166.1","10.43.1.27","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]"
"1595","16.665706854","10.43.1.27","172.217.166.1","TCP","66","52036  >  443 [ACK] Seq=18120 Ack=217059 Win=1444 Len=0 TSval=840465422 TSecr=3083039347"
"1596","16.665809812","172.217.166.1","10.43.1.27","TLSv1.2","1514","Application Data, Application Data"
"1597","16.665933467","172.217.166.1","10.43.1.27","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]"
"1598","16.665942956","10.43.1.27","172.217.166.1","TCP","66","52036  >  443 [ACK] Seq=18120 Ack=219955 Win=1444 Len=0 TSval=840465422 TSecr=3083039347"
"1599","16.665997298","172.217.166.1","10.43.1.27","TLSv1.2","829","Application Data, Application Data, Application Data"
"1600","16.666396899","172.217.166.1","10.43.1.27","TLSv1.2","1514","Application Data"
"1601","16.666408404","10.43.1.27","172.217.166.1","TCP","66","52036  >  443 [ACK] Seq=18120 Ack=222166 Win=1444 Len=0 TSval=840465422 TSecr=3083039347"
"1602","16.666518022","172.217.166.1","10.43.1.27","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]"
"1603","16.666619943","172.217.166.1","10.43.1.27","TLSv1.2","1274","Application Data"
"1604","16.666747380","172.217.166.1","10.43.1.27","TLSv1.2","1514","Application Data"
"1605","16.666858233","172.217.166.1","10.43.1.27","TLSv1.2","1354","Application Data"
"1606","16.667384543","172.217.166.1","10.43.1.27","TLSv1.2","1514","Application Data"
"1607","16.667504322","172.217.166.1","10.43.1.27","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]"
"1608","16.667578088","10.43.1.27","172.217.166.1","TCP","66","52036  >  443 [ACK] Seq=18120 Ack=230454 Win=1444 Len=0 TSval=840465424 TSecr=3083039347"
"1609","16.667605658","172.217.166.1","10.43.1.27","TLSv1.2","1274","Application Data"
"1610","16.667731101","172.217.166.1","10.43.1.27","TLSv1.2","1514","Application Data"
"1611","16.667742385","10.43.1.27","172.217.166.1","TCP","66","52036  >  443 [ACK] Seq=18120 Ack=233110 Win=1444 Len=0 TSval=840465424 TSecr=3083039357"
"1612","16.667840719","172.217.166.1","10.43.1.27","TLSv1.2","1354","Application Data"
"1613","16.667876390","10.43.1.27","172.217.166.1","TLSv1.2","105","Application Data"
"1614","16.668116796","172.217.166.1","10.43.1.27","TCP","66","443  >  52036 [ACK] Seq=234398 Ack=18159 Win=372 Len=0 TSval=3083039357 TSecr=840465424"
"1615","16.668149494","10.43.1.34","239.255.255.250","SSDP","315","NOTIFY * HTTP/1.1 "
"1616","16.668350373","172.217.166.1","10.43.1.27","TLSv1.2","1514","Application Data"
"1617","16.668473051","172.217.166.1","10.43.1.27","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]"
"1618","16.668483086","10.43.1.27","172.217.166.1","TCP","66","52036  >  443 [ACK] Seq=18159 Ack=237294 Win=1444 Len=0 TSval=840465425 TSecr=3083039357"
"1619","16.668576279","172.217.166.1","10.43.1.27","TLSv1.2","1274","Application Data [TCP segment of a reassembled PDU]"
"1620","16.668700116","172.217.166.1","10.43.1.27","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]"
